sex,age_group,model_file,lumbar5_x,lumbar5_y,lumbar5_z,lumbar4_x,lumbar4_y,lumbar4_z,lumbar3_x,lumbar3_y,lumbar3_z,lumbar2_x,lumbar2_y,lumbar2_z,lumbar1_x,lumbar1_y,lumbar1_z,thoracic12_x,thoracic12_y,thoracic12_z,thoracic11_x,thoracic11_y,thoracic11_z,thoracic10_x,thoracic10_y,thoracic10_z,thoracic9_x,thoracic9_y,thoracic9_z,thoracic8_x,thoracic8_y,thoracic8_z,thoracic7_x,thoracic7_y,thoracic7_z,thoracic6_x,thoracic6_y,thoracic6_z,thoracic5_x,thoracic5_y,thoracic5_z,thoracic4_x,thoracic4_y,thoracic4_z,thoracic3_x,thoracic3_y,thoracic3_z,thoracic2_x,thoracic2_y,thoracic2_z,thoracic1_x,thoracic1_y,thoracic1_z
Female,Age4049,116_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.018184,0.102031,0.0,-0.005502,0.135068,0.0,-0.00378,0.167926,0.0,-0.009436,0.203639,0.0,-0.022308,0.23419,0.0,-0.033161,0.264589,0.0,-0.041656,0.292077,0.0,-0.049936,0.31744,0.0,-0.055171,0.340998,0.0,-0.058584,0.362626,0.0,-0.060847,0.384172,0.0,-0.063088,0.405048,0.0,-0.061675,0.425319,0.0,-0.057926,0.444159,0.0,-0.049637,0.46441,0.0,-0.040852,0.482218,0.0,-0.031994,0.498029,0.0
Female,Age4049,132_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.018043,0.101242,0.0,-0.005459,0.134023,0.0,-0.003751,0.166627,0.0,-0.009143,0.200671,0.0,-0.008353,0.236392,0.0,-0.011287,0.270209,0.0,-0.016889,0.298964,0.0,-0.02478,0.325491,0.0,-0.029334,0.34983,0.0,-0.03541,0.373021,0.0,-0.040041,0.395549,0.0,-0.04529,0.416472,0.0,-0.047939,0.43706,0.0,-0.04995,0.45725,0.0,-0.046851,0.47874,0.0,-0.042685,0.497998,0.0,-0.037969,0.515352,0.0
Female,Age4049,135_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.015866,0.089028,0.0,-0.004801,0.117855,0.0,-0.003298,0.146525,0.0,-0.008771,0.181082,0.0,-0.014834,0.213983,0.0,-0.025473,0.243052,0.0,-0.03502,0.269835,0.0,-0.044955,0.294069,0.0,-0.050877,0.318286,0.0,-0.055443,0.340313,0.0,-0.059715,0.361329,0.0,-0.062328,0.381896,0.0,-0.063461,0.40079,0.0,-0.062543,0.41894,0.0,-0.058567,0.437615,0.0,-0.053787,0.454269,0.0,-0.048634,0.469219,0.0
Female,Age4049,186_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.019621,0.110094,0.0,-0.005937,0.145742,0.0,-0.004079,0.181196,0.0,-0.009623,0.216202,0.0,-0.019341,0.249747,0.0,-0.024968,0.28083,0.0,-0.027479,0.3106,0.0,-0.027342,0.338794,0.0,-0.026975,0.365665,0.0,-0.027449,0.390398,0.0,-0.030138,0.41369,0.0,-0.031574,0.436465,0.0,-0.033305,0.458929,0.0,-0.031942,0.480554,0.0,-0.026135,0.503439,0.0,-0.01943,0.523789,0.0,-0.012346,0.542016,0.0
Female,Age4049,212_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.018895,0.106024,0.0,-0.005717,0.140354,0.0,-0.003928,0.174498,0.0,-0.009746,0.211233,0.0,-0.016516,0.245413,0.0,-0.023612,0.277574,0.0,-0.030383,0.3068,0.0,-0.037285,0.333294,0.0,-0.044332,0.357494,0.0,-0.050363,0.379811,0.0,-0.054192,0.402291,0.0,-0.055778,0.424728,0.0,-0.056717,0.445964,0.0,-0.053309,0.466928,0.0,-0.047921,0.489019,0.0,-0.041645,0.508675,0.0,-0.034986,0.526291,0.0
Female,Age4049,256_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.017624,0.098892,0.0,-0.005333,0.130913,0.0,-0.003664,0.162759,0.0,-0.008803,0.195206,0.0,-0.013267,0.227646,0.0,-0.019124,0.258557,0.0,-0.025476,0.286816,0.0,-0.03054,0.313084,0.0,-0.035176,0.337447,0.0,-0.03847,0.360077,0.0,-0.041449,0.381392,0.0,-0.042885,0.401913,0.0,-0.042967,0.422268,0.0,-0.040397,0.442171,0.0,-0.034162,0.462442,0.0,-0.027235,0.480398,0.0,-0.020063,0.496433,0.0
Female,Age4049,260_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.015735,0.088291,0.0,-0.004761,0.116879,0.0,-0.003271,0.145312,0.0,-0.00869,0.179528,0.0,-0.015207,0.21235,0.0,-0.026019,0.242537,0.0,-0.037429,0.270243,0.0,-0.046217,0.29679,0.0,-0.051117,0.321443,0.0,-0.054095,0.344365,0.0,-0.056905,0.366492,0.0,-0.057821,0.387523,0.0,-0.058302,0.408545,0.0,-0.055162,0.428211,0.0,-0.049354,0.446234,0.0,-0.042957,0.462181,0.0,-0.036364,0.476411,0.0
Female,Age4049,263_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.018895,0.106024,0.0,-0.005717,0.140354,0.0,-0.003928,0.174498,0.0,-0.009598,0.210297,0.0,-0.017518,0.243171,0.0,-0.027096,0.274599,0.0,-0.032932,0.303625,0.0,-0.037959,0.33138,0.0,-0.04032,0.357748,0.0,-0.04329,0.382968,0.0,-0.04627,0.406392,0.0,-0.049062,0.429978,0.0,-0.049011,0.451977,0.0,-0.048568,0.472857,0.0,-0.045933,0.495442,0.0,-0.042117,0.51572,0.0,-0.037671,0.53402,0.0
Female,Age4049,322_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.020961,0.117612,0.0,-0.006342,0.155695,0.0,-0.004357,0.19357,0.0,-0.010009,0.229255,0.0,-0.017655,0.265644,0.0,-0.026927,0.29842,0.0,-0.033736,0.329124,0.0,-0.041092,0.356421,0.0,-0.048953,0.381417,0.0,-0.052701,0.405238,0.0,-0.057475,0.42824,0.0,-0.05905,0.451102,0.0,-0.060934,0.473547,0.0,-0.061428,0.495242,0.0,-0.056002,0.519875,0.0,-0.049531,0.54183,0.0,-0.042585,0.561532,0.0
Female,Age4049,332_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.016397,0.092008,0.0,-0.004961,0.1218,0.0,-0.003409,0.15143,0.0,-0.008728,0.185018,0.0,-0.017479,0.217194,0.0,-0.026872,0.243923,0.0,-0.034236,0.270385,0.0,-0.03921,0.29543,0.0,-0.042272,0.319048,0.0,-0.044333,0.341991,0.0,-0.045425,0.364528,0.0,-0.046526,0.387073,0.0,-0.044012,0.407438,0.0,-0.040596,0.428395,0.0,-0.035898,0.44756,0.0,-0.030432,0.464611,0.0,-0.024635,0.479891,0.0
Female,Age4049,354_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.019329,0.108457,0.0,-0.005848,0.143574,0.0,-0.004018,0.178502,0.0,-0.009333,0.212064,0.0,-0.018079,0.245229,0.0,-0.033985,0.275019,0.0,-0.047522,0.303207,0.0,-0.058112,0.328029,0.0,-0.063941,0.354132,0.0,-0.063341,0.378287,0.0,-0.064065,0.400916,0.0,-0.062803,0.424056,0.0,-0.058677,0.44611,0.0,-0.05166,0.466162,0.0,-0.038339,0.48523,0.0,-0.025073,0.501648,0.0,-0.012197,0.515978,0.0
Female,Age4049,374_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.018895,0.106024,0.0,-0.005717,0.140354,0.0,-0.003928,0.174498,0.0,-0.009871,0.212022,0.0,-0.015245,0.248773,0.0,-0.022242,0.282912,0.0,-0.029784,0.313618,0.0,-0.035867,0.340868,0.0,-0.04328,0.365701,0.0,-0.050532,0.390069,0.0,-0.055377,0.41241,0.0,-0.05917,0.434232,0.0,-0.062699,0.455029,0.0,-0.062133,0.475326,0.0,-0.058393,0.497755,0.0,-0.053589,0.517822,0.0,-0.048251,0.535882,0.0
Female,Age4049,391_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.017348,0.097341,0.0,-0.005249,0.128859,0.0,-0.003606,0.160206,0.0,-0.009199,0.195515,0.0,-0.01447,0.229703,0.0,-0.023809,0.260935,0.0,-0.03126,0.290901,0.0,-0.037462,0.316066,0.0,-0.041469,0.339672,0.0,-0.042834,0.362483,0.0,-0.040738,0.384521,0.0,-0.037553,0.406166,0.0,-0.032581,0.426196,0.0,-0.027588,0.444935,0.0,-0.02039,0.464531,0.0,-0.012633,0.481814,0.0,-0.004737,0.497196,0.0
